2.802628	0.0002896762
3.182797	0.0022819611
3.614535	0.0155823928
4.104837	0.0922338823
4.661646	0.4732354337
5.293986	2.1047205713
6.012100	8.1141318685
6.827625	27.1156551527
7.753773	78.5468128602
8.805551	197.2274947710
10.000000	429.2761633172
11.356472	809.9095395646
12.896946	1324.5448850611
14.646382	1877.7046008336
16.633123	2287.2088002020
18.889360	2409.4692260325
21.451649	2285.3651818162
24.361506	1738.0750094252
27.666077	1232.8069328930
31.418904	840.1465504462
35.680792	570.5485153217
40.520792	419.6389856990
46.017326	348.6001612616
52.259449	312.1668177517
59.348298	276.2564124780
67.398731	233.9009775261
76.541183	187.2479156228
86.923782	140.5258593684
98.714753	108.5041180658
112.105136	96.8002593651
127.311888	88.1953661386
144.581394	77.3034561076
164.193460	61.4411756615
186.465849	42.8049137730
211.759426	29.7830305752
240.484007	21.0751561689
273.104998	13.9189796603
310.150935	8.4038999032
352.222052	5.0933734957
400.000000	2.6987756179
454.258894	1.3954834018
515.877857	0.6812795235
585.855262	0.3140282794
665.324909	0.1366642575

