2.802630	2.05804E-10	7.94131E-13	1.73286E-12	1.1198E-14
3.182800	2.19743E-09	9.44498E-12	1.41514E-11	2.40588E-13
3.614530	2.03378E-08	9.99103E-11	1.06231E-10	4.31899E-12
4.104840	1.63165E-07	9.39985E-10	7.33019E-10	6.47837E-11
4.661650	1.13469E-06	7.8656E-09	4.64936E-09	8.11942E-10
5.293990	6.84005E-06	5.85388E-08	2.71071E-08	8.50275E-09
6.012100	3.57414E-05	3.87486E-07	1.45274E-07	7.43993E-08
6.827620	0.000161888	2.28123E-06	7.15657E-07	5.43944E-07
7.753770	0.000635606	1.19449E-05	3.24067E-06	3.32288E-06
8.805550	0.002163173	5.56287E-05	1.3489E-05	1.6961E-05
10.00000	0.006381538	0.000230417	5.16103E-05	7.23371E-05
11.35647	0.016318862	0.000848851	0.000181513	0.000257779
12.89695	0.036173019	0.002781307	0.0005868	0.000767555
14.64638	0.069504045	0.008105265	0.001743762	0.001909618
16.63312	0.112322311	0.021008074	0.004299447	0.003761048
18.88936	0.166109201	0.04781414	0.008542963	0.006745122
21.45165	0.218105522	0.094377203	0.017538103	0.011451387
24.36151	0.224045452	0.178482038	0.043550821	0.019207836
27.66608	0.226500378	0.288936452	0.09631984	0.031237708
31.41890	0.224177699	0.416584284	0.192252744	0.055413138
35.68079	0.227145584	0.542363498	0.341658084	0.103677455
40.52079	0.255445982	0.628957916	0.541542434	0.195187841
46.01733	0.323825422	0.608477904	0.729004628	0.354527467
52.25945	0.433925233	0.576629644	0.823056576	0.517741202
59.34830	0.568929602	0.62364966	0.912936447	0.668075911
67.39873	0.712789751	0.714690814	0.987478713	0.803720662
76.54118	0.842104301	0.863682834	1.080286014	0.929720319
86.92378	0.920992534	1.05731569	1.285120056	1.111344514
98.71475	1.021436506	1.249055224	1.53033063	1.345204657
112.10514	1.302743171	1.599887199	1.971397784	1.703421698
127.31189	1.714532678	1.982918839	2.381317009	2.028619734
144.58139	2.187483558	2.329729244	2.691716384	2.262544856
164.19346	2.537358498	2.538224421	2.829456343	2.350775711
186.46585	2.575751404	2.52022715	2.534843719	2.198042951
211.75943	2.63185966	2.541105046	2.476124353	2.170940765
240.48401	2.73017396	2.593876182	2.464237744	2.173539758
273.10500	2.62950367	2.531751173	2.284294802	2.055413271
310.15094	2.288182531	2.30516363	1.913666168	1.78725072
352.22205	1.967429745	1.764323107	1.500767421	1.321298977
400.00000	1.637060000	1.192858984	1.204106164	0.898217044
454.25889	1.239803445	0.933333099	0.933333099	0.614348131
515.87786	0.886510417	0.639454531	0.639454531	0.393936557
585.85526	0.598490982	0.41254737	0.41254737	0.23681899
665.32491	0.381482079	0.250627735	0.250627735	0.133470491

