2.802630	1.79E-02	6.89E-05	1.50E-04	9.72E-07
3.182800	0.130163359	5.59E-04	8.38E-04	1.43E-05
3.614530	0.822524892	4.04E-03	4.30E-03	1.75E-04
4.104840	4.505466632	0.025955805	0.020240863	1.79E-03
4.661650	21.39246993	0.148291153	0.087654898	0.015307644
5.293990	88.04658336	0.753523456	0.348928634	0.109449157
6.012100	314.1192201	3.405486013	1.276763033	0.653870625
6.827620	971.4197704	13.6887004	4.294348218	3.263973022
7.753770	2604.052829	48.93799009	13.27692442	13.61371393
8.805550	6050.943087	155.6076097	37.73209996	47.44407751
10.00000	12187.84074	440.0644913	98.56840697	138.1537634
11.35647	21279.47447	1106.885287	236.6888323	336.1388885
12.89695	32205.15922	2476.22267	522.4335565	683.3609001
14.64638	42249.38856	4926.943346	1059.979899	1160.798449
16.63312	46617.18374	8718.991092	1784.401467	1560.949608
18.88936	47069.90774	13548.9614	2420.795879	1911.346753
21.45165	42197.42752	18259.39635	3393.141142	2215.528834
24.36151	29595.46058	23576.7255	5752.880065	2537.274239
27.66608	20428.08037	26059.193	8687.091129	2817.330432
31.41890	13804.50024	25652.58668	11838.61313	3412.251466
35.68079	9549.975043	22802.81119	14364.47109	4358.953781
40.52079	7332.746476	18054.6545	15545.33506	5602.996558
46.01733	6346.703213	11925.65009	14287.87151	6948.437229
52.25945	5806.598692	7716.20704	11013.78504	6928.187524
59.34830	5197.985855	5697.931876	8340.980542	6103.829237
67.39873	4446.391148	4458.250002	6159.90424	5013.619279
76.54118	3586.590223	3678.494938	4601.025374	3959.75392
86.92378	2678.19158	3074.611221	3737.052785	3231.723829
98.71475	2027.993516	2479.91518	3038.368589	2670.813415
112.10514	1765.971329	2168.773545	2672.385505	2309.122741
127.31189	1586.866038	1835.267769	2204.000621	1877.565707
144.58139	1382.321149	1472.209469	1700.957464	1429.754109
164.19346	1094.751738	1095.125343	1220.778322	1014.249976
186.46585	758.7652149	742.4088722	746.7146234	647.499805
211.75943	529.3413866	511.0880678	498.0186132	436.6375655
240.48401	374.9152442	356.1984461	338.3961275	298.4766543
273.10500	246.5393329	237.3741678	214.1729343	192.7132571
310.15094	146.47812	147.5651659	122.5034362	114.4109449
352.22205	85.99060025	77.11340311	65.59415486	57.75011407
400.00000	48.85241084	35.59676318	35.9323965	26.80419047
454.25889	25.26061374	19.01637474	19.01637474	12.51715415
515.87786	12.33231357	8.89550042	8.89550042	5.480081294
585.85526	5.684443872	3.918358739	3.918358739	2.249297476
665.32491	2.473854592	1.625283616	1.625283616	0.865536298

