113.4000	746.9613	81.7516	0.0000	560.2000	2305.0968
117.6000	8203.8065	474.4923	0.0000	387.6252	865.1484
121.9000	22766.1935	3553.2258	198.3948	0.0000	592.7213
126.3000	26195.3548	15357.1613	448.6787	886.7677	711.8839
131.0000	15004.1290	26726.6452	1416.3806	386.6832	298.4826
135.8000	6088.3613	21740.9032	8511.6774	514.9290	538.6206
140.7000	2462.3806	10021.1613	22728.2581	1252.2839	319.3058
145.9000	2406.6774	4067.8516	25655.4839	7022.2581	549.1800
151.2000	4103.9419	2554.4258	15474.9677	20785.3548	1902.6581
156.8000	4263.5677	4389.1032	6616.3871	27056.8387	9510.4516
162.5000	2750.4323	4145.8839	3803.2323	17295.4194	22564.7097
168.5000	1975.9484	3297.3806	4513.5097	8391.9355	24640.0645
174.7000	1040.9032	1740.5097	5077.4645	4362.6452	15132.3871
181.1000	922.1742	1134.4000	3266.7484	5240.9097	7232.1290
187.7000	466.9974	797.3226	1784.8516	4236.4710	5432.5161
194.6000	148.7084	697.7484	1159.3355	2456.5355	5061.2774
201.7000	105.3787	274.3510	868.9355	1411.0194	3560.4194
209.1000	143.5916	99.9961	585.7135	817.7226	2182.1484
216.7000	75.7310	75.7310	387.4890	532.8323	1207.2387
224.7000	25.4930	25.4930	116.7387	305.7439	508.1568
232.9000	0.0000	0.0000	36.5809	165.3187	266.0832
241.4000	0.0000	26.1421	78.4265	51.0433	162.7116
250.3000	26.4101	0.0000	0.0000	61.7627	70.1806
259.5000	0.0000	0.0000	0.0000	40.5030	13.8191
269.0000	0.0000	0.0000	0.0000	0.0000	27.1085
278.8000	0.0000	0.0000	0.0000	27.3975	27.3975
289.0000	0.0000	0.0000	0.0000	27.8458	0.0000
299.6000	0.0000	0.0000	0.0000	0.0000	0.0000
310.6000	0.0000	0.0000	0.0000	0.0000	0.0000
322.0000	0.0000	0.0000	0.0000	0.0000	0.0000
333.8000	0.0000	0.0000	0.0000	0.0000	29.6239
346.0000	0.0000	0.0000	0.0000	0.0000	0.0000
358.7000	0.0000	0.0000	0.0000	0.0000	0.0000
371.8000	0.0000	0.0000	0.0000	0.0000	31.0694
385.4000	0.0000	0.0000	0.0000	0.0000	0.0000
399.5000	0.0000	0.0000	0.0000	0.0000	0.0000
414.2000	0.0000	0.0000	0.0000	32.6663	0.0000
429.4000	0.0000	0.0000	0.0000	33.3098	33.3098
445.1000	0.0000	0.0000	33.7515	0.0000	0.0000
461.4000	0.0000	0.0000	0.0000	0.0000	0.0000
478.3000	0.0000	0.0000	0.0000	0.0000	0.0000
495.8000	0.0000	0.0000	0.0000	0.0000	0.0000
514.0000	0.0000	0.0000	0.0000	0.0000	0.0000
532.8000	0.0000	0.0000	0.0000	0.0000	0.0000
552.3000	0.0000	0.0000	0.0000	0.0000	0.0000
572.5000	0.0000	0.0000	0.0000	0.0000	0.0000
593.5000	0.0000	0.0000	0.0000	0.0000	0.0000
615.3000	0.0000	0.0000	39.5488	0.0000	0.0000
637.8000	0.0000	0.0000	0.0000	0.0000	0.0000
661.2000	0.0000	0.0000	0.0000	0.0000	0.0000
685.4000	0.0000	0.0000	0.0000	0.0000	0.0000
710.5000	0.0000	0.0000	0.0000	0.0000	0.0000
