14.1000	0.0000	0.0000	0.0000	0.0000	0.0000
14.6000	0.0000	0.0000	0.0000	0.0000	0.0000
15.1000	0.0000	0.0000	0.0000	0.0000	0.0000
15.7000	0.0000	0.0000	0.0000	0.0000	0.0000
16.3000	0.0000	0.0000	0.0000	0.0000	0.0000
16.8000	0.0000	0.0000	0.0000	0.0000	0.0000
17.5000	0.0000	0.0000	0.0000	0.0000	0.0000
18.1000	0.0000	0.0000	0.0000	0.0000	0.0000
18.8000	0.0000	0.0000	0.0000	0.0000	0.0000
19.5000	0.0000	0.0000	0.0000	0.0000	0.0000
20.2000	0.0000	0.0000	0.0000	0.0000	0.0000
20.9000	0.0000	0.0000	0.0000	0.0000	0.0000
21.7000	0.0000	0.0000	0.0000	0.0000	0.0000
22.5000	0.0000	0.0000	0.0000	0.0000	0.0000
23.3000	52.2514	0.0000	0.0000	0.0000	0.0000
24.1000	0.0000	0.0000	0.0000	0.0000	0.0000
25.0000	0.0000	0.0000	0.0000	0.0000	0.0000
25.9000	0.0000	0.0000	0.0000	0.0000	0.0000
26.9000	0.0000	0.0000	0.0000	0.0000	0.0000
27.9000	0.0000	0.0000	0.0000	44.6330	0.0000
28.9000	0.0000	0.0000	0.0000	0.0000	0.0000
30.0000	0.0000	0.0000	0.0000	0.0000	0.0000
31.1000	37.0316	0.0000	0.0000	0.0000	0.0000
32.2000	0.0000	0.0000	0.0000	0.0000	0.0000
33.4000	0.0000	38.4828	0.0000	0.0000	0.0000
34.6000	0.0000	25.4329	0.0000	0.0000	0.0000
35.9000	0.0000	9.8123	0.0000	0.0000	0.0000
37.2000	0.0000	0.0000	14.3924	0.0000	0.0000
38.5000	0.0000	91.6516	20.6361	0.0000	0.0000
40.0000	0.0000	0.0000	0.0000	0.0000	0.0000
41.4000	8.8572	0.0000	0.0000	0.0000	0.0000
42.9000	257.4806	0.0000	8.8977	0.0000	0.0000
44.5000	850.5613	0.0000	47.0850	0.0000	0.0000
46.1000	2964.4710	0.0000	0.0000	31.3802	14.1143
47.8000	5690.8968	0.0000	0.0000	55.9151	0.0000
49.6000	9194.2581	37.9301	59.4517	7.3501	55.6583
51.4000	11229.4194	987.0839	0.0000	45.2128	86.9458
53.3000	9171.0968	1765.3161	0.0000	0.0000	113.3755
55.2000	7027.2258	5074.8065	0.0000	68.8206	172.1794
57.3000	5935.5806	9103.0968	23.1977	160.1923	112.0090
59.4000	3127.3935	11423.6774	153.6394	0.0000	121.9155
61.5000	1758.8645	11081.3548	202.8523	0.0000	0.0000
63.8000	1360.5742	9464.7097	455.7839	239.4735	0.0000
66.1000	1147.1677	5779.3097	2556.5677	0.0000	0.0000
68.5000	1116.6194	4847.7677	6416.2516	0.0000	425.2632
71.0000	692.4000	1797.3484	10822.9032	114.8774	0.0000
73.7000	850.0323	837.0194	13492.1935	317.5910	0.0000
76.4000	942.5161	955.4516	12751.6129	450.8452	28.0555
79.1000	329.1865	1072.5548	9457.8065	2023.6903	0.0000
82.0000	0.0000	673.3871	4835.1419	5745.7032	5.9054
85.1000	0.0000	169.2923	2176.8903	11067.8065	0.0000
88.2000	0.0000	77.8716	1134.5484	14933.7419	732.4581
91.4000	0.0000	48.3192	526.8084	13282.4516	3584.4065
94.7000	0.0000	0.0000	1451.6194	7451.2903	7960.3871
98.2000	0.0000	0.0000	0.0000	3821.1677	13897.7419
101.8000	0.0000	0.0000	186.2658	2287.9097	14158.4516
105.5000	0.0000	0.0000	0.0000	894.8194	10810.0000
109.4000	0.0000	0.0000	0.0000	382.6013	6002.8774
