14.1000	0.0000
14.6000	0.0000
15.1000	0.0000
15.7000	0.0000
16.3000	0.0000
16.8000	0.0000
17.5000	0.0000
18.1000	0.0000
18.8000	0.0000
19.5000	0.0000
20.2000	0.0000
20.9000	57.6428
21.7000	0.0000
22.5000	0.0000
23.3000	0.0000
24.1000	0.0000
25.0000	0.0000
25.9000	0.0000
26.9000	0.0000
27.9000	0.0000
28.9000	0.0000
30.0000	0.0000
31.1000	0.0000
32.2000	0.0000
33.4000	0.0000
34.6000	0.0000
35.9000	0.0000
37.2000	0.0000
38.5000	0.0000
40.0000	0.0000
41.4000	66.9052
42.9000	65.6052
44.5000	95.9245
46.1000	94.1406
47.8000	91.8645
49.6000	204.4774
51.4000	477.5458
53.3000	315.4406
55.2000	205.8981
57.3000	82.3523
59.4000	0.0000
61.5000	0.0000
63.8000	0.0000
66.1000	0.0000
68.5000	0.0000
71.0000	0.0000
73.7000	0.0000
76.4000	410.1955
79.1000	649.5806
82.0000	826.8194
85.1000	3602.9097
88.2000	18124.1290
91.4000	51180.6452
94.7000	74094.8387
98.2000	65878.0645
101.8000	40250.6452
105.5000	22373.5484
109.4000	12853.8710
113.4000	7164.3871
117.6000	3340.7935
121.9000	1244.8129
126.3000	223.8697
131.0000	186.3116
135.8000	60.8512
140.7000	0.0000
145.9000	0.0000
151.2000	0.0000
156.8000	0.0000
162.5000	0.0000
168.5000	0.0000
174.7000	0.0000
181.1000	86.4045
187.7000	235.0271
194.6000	0.0000
201.7000	95.8942
209.1000	131.4690
216.7000	820.6581
224.7000	4897.4129
232.9000	12484.4516
241.4000	18101.4839
250.3000	14336.8387
259.5000	9457.8065
269.0000	4395.2968
278.8000	1685.1355
289.0000	1034.6903
299.6000	554.7471
310.6000	458.0039
322.0000	185.7445
333.8000	0.1923
346.0000	80.9658
358.7000	21.5543
371.8000	0.0000
385.4000	0.0000
399.5000	0.0000
414.2000	0.0000
429.4000	33.3098
445.1000	0.0000
461.4000	0.0000
478.3000	0.0000
495.8000	0.0000
514.0000	0.0000
532.8000	0.0000
552.3000	0.0000
572.5000	38.3507
593.5000	72.0065
615.3000	5.9663
637.8000	40.5009
661.2000	0.0000
685.4000	41.8415
710.5000	0.0000
